
SetupTitle, NoSoftdevice
PrimitiveTest, I/V-t Sampling
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.05
TestParameter, Output.Graph.YAxis.Top, 0.05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/28/2022 19:56:54
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 6
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 7a9784d0-9090-4e9e-a016-23ac47a07a3a
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0.0023000000000000004
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 37
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0.0043
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0089
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 1.0810320641553395
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.93478260869565222
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 1.0810320641553395
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.93478260869565222
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 1.0810320641553395
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.93478260869565222
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 1.0810320641553395
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.93478260869565222
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 1.0810320641553395
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.93478260869565222
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, NoSoftdevice
Dimension1, 100000, 100000
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.0023000000000000004, 0.0043840000000000007
DataValue, 0.023940000000000003, 0.0084800000000000014
DataValue, 0.043250000000000004, 0.008486
DataValue, 0.063300000000000009, 0.0084760000000000009
DataValue, 0.083340000000000011, 0.008472
DataValue, 0.10388000000000001, 0.0085060000000000014
DataValue, 0.12140000000000001, 0.0085060000000000014
DataValue, 0.13937000000000002, 0.0085060000000000014
DataValue, 0.15903, 0.0085200000000000015
DataValue, 0.17923000000000003, 0.008528
DataValue, 0.19991, 0.0085440000000000012
DataValue, 0.21932000000000002, 0.008554
DataValue, 0.23924, 0.0085580000000000014
DataValue, 0.25934, 0.0085700000000000012
DataValue, 0.27929000000000004, 0.0086
DataValue, 0.29934000000000005, 0.008592
DataValue, 0.31934, 0.008602
DataValue, 0.33933, 0.0086120000000000016
DataValue, 0.35935, 0.0086220000000000012
DataValue, 0.3793, 0.008618
DataValue, 0.39924000000000004, 0.008642
DataValue, 0.41929000000000005, 0.008654
DataValue, 0.43975000000000003, 0.0086720000000000009
DataValue, 0.46001000000000003, 0.0087020000000000014
DataValue, 0.47997000000000006, 0.00871
DataValue, 0.49745000000000006, 0.008718
DataValue, 0.51532, 0.008712000000000001
DataValue, 0.53536000000000006, 0.008732
DataValue, 0.5553, 0.0087160000000000015
DataValue, 0.57594, 0.008712000000000001
DataValue, 0.59593000000000007, 0.008722
DataValue, 0.61554000000000009, 0.008772
DataValue, 0.63491000000000009, 0.00873
DataValue, 0.6559600000000001, 0.0087780000000000011
DataValue, 0.67529000000000006, 0.008776
DataValue, 0.69531000000000009, 0.008784
DataValue, 0.71557, 0.008798
DataValue, 0.73586000000000007, 0.008824
DataValue, 0.75531, 0.0088320000000000013
DataValue, 0.77525000000000011, 0.00885
DataValue, 0.79652000000000012, 0.008852
DataValue, 0.8172, 0.008852
DataValue, 0.83533, 0.00888
DataValue, 0.85533, 0.008894
DataValue, 0.87536, 0.008892
DataValue, 0.89527000000000012, 0.008894
DataValue, 0.91571, 0.0088440000000000012
DataValue, 0.93539, 0.00888
DataValue, 0.95535, 0.008772
DataValue, 0.97524000000000011, 0.0087660000000000012
DataValue, 0.99529000000000012, 0.008764000000000001
DataValue, 1.0152800000000002, 0.008772
DataValue, 1.03335, 0.0087400000000000012
DataValue, 1.0528300000000002, 0.008744
DataValue, 1.07189, 0.00873
DataValue, 1.0925500000000001, 0.00877
DataValue, 1.1116700000000002, 0.008764000000000001
DataValue, 1.13128, 0.008762
DataValue, 1.15277, 0.0087560000000000016
DataValue, 1.1729200000000002, 0.008774
DataValue, 1.19221, 0.0088180000000000012
DataValue, 1.2113500000000002, 0.0088040000000000011
DataValue, 1.2330100000000002, 0.008822
DataValue, 1.25251, 0.008866
DataValue, 1.272, 0.0088720000000000014
DataValue, 1.2912400000000002, 0.008882000000000001
DataValue, 1.3094100000000002, 0.008736
DataValue, 1.32806, 0.0087800000000000013
DataValue, 1.3486200000000002, 0.00877
DataValue, 1.36741, 0.0088
DataValue, 1.3881400000000002, 0.008722
DataValue, 1.4073000000000002, 0.0086980000000000009
DataValue, 1.42798, 0.008732
DataValue, 1.4488100000000002, 0.0087400000000000012
DataValue, 1.4676300000000002, 0.008764000000000001
DataValue, 1.4875200000000002, 0.0087660000000000012
DataValue, 1.5060200000000001, 0.0087160000000000015
DataValue, 1.528, 0.0087020000000000014
DataValue, 1.54736, 0.00871
DataValue, 1.56735, 0.008694
DataValue, 1.5882900000000002, 0.008704
DataValue, 1.60793, 0.0087160000000000015
DataValue, 1.6274000000000002, 0.008704
DataValue, 1.64728, 0.008722
DataValue, 1.6686500000000002, 0.0087420000000000015
DataValue, 1.68982, 0.00873
DataValue, 1.7080600000000001, 0.0087520000000000011
DataValue, 1.72733, 0.0087420000000000015
DataValue, 1.7454, 0.0087560000000000016
DataValue, 1.7633200000000002, 0.008784
DataValue, 1.7835900000000002, 0.008722
DataValue, 1.8045300000000002, 0.0087520000000000011
DataValue, 1.8247200000000001, 0.0086900000000000015
DataValue, 1.84329, 0.0087140000000000013
DataValue, 1.86328, 0.0086640000000000016
DataValue, 1.8833300000000002, 0.008678
DataValue, 1.9047100000000001, 0.00864
DataValue, 1.9252300000000002, 0.008660000000000001
DataValue, 1.94361, 0.008666
DataValue, 1.9649, 0.0086200000000000009
DataValue, 1.9840900000000001, 0.0086
DataValue, 2.00471, 0.0086220000000000012
DataValue, 2.0232900000000003, 0.0085980000000000015
DataValue, 2.04365, 0.0086360000000000013
DataValue, 2.06406, 0.0086220000000000012
DataValue, 2.08415, 0.0086080000000000011
DataValue, 2.10425, 0.008588
DataValue, 2.12326, 0.008626
DataValue, 2.1433400000000002, 0.008628
DataValue, 2.1633400000000003, 0.0086080000000000011
DataValue, 2.1833, 0.008606
DataValue, 2.2033, 0.008606
DataValue, 2.2247000000000003, 0.0086
DataValue, 2.24142, 0.0085820000000000011
DataValue, 2.25998, 0.0086120000000000016
DataValue, 2.2792600000000003, 0.0086
DataValue, 2.29827, 0.0085980000000000015
DataValue, 2.31929, 0.0086
DataValue, 2.34003, 0.0086100000000000013
DataValue, 2.36152, 0.008616
DataValue, 2.3785000000000003, 0.0086
DataValue, 2.3993100000000003, 0.008588
DataValue, 2.4205200000000002, 0.008602
DataValue, 2.4397800000000003, 0.008588
DataValue, 2.4582200000000003, 0.0085980000000000015
DataValue, 2.4793100000000003, 0.00859
DataValue, 2.49933, 0.008604
DataValue, 2.5192400000000004, 0.008586
DataValue, 2.53935, 0.00859
DataValue, 2.55927, 0.008586
DataValue, 2.5802300000000002, 0.008606
DataValue, 2.6000900000000002, 0.008588
DataValue, 2.6208, 0.0086080000000000011
DataValue, 2.6402300000000003, 0.0085580000000000014
DataValue, 2.66028, 0.0085820000000000011
DataValue, 2.67965, 0.0085840000000000014
DataValue, 2.69889, 0.008578
DataValue, 2.7203600000000003, 0.0085980000000000015
DataValue, 2.7392700000000003, 0.0085840000000000014
DataValue, 2.7593300000000003, 0.0085980000000000015
DataValue, 2.77924, 0.0085820000000000011
DataValue, 2.79936, 0.008602
DataValue, 2.81943, 0.008588
DataValue, 2.83989, 0.00858
DataValue, 2.85935, 0.0085720000000000015
DataValue, 2.8793100000000003, 0.0085720000000000015
DataValue, 2.8992400000000003, 0.0085840000000000014
DataValue, 2.9193100000000003, 0.0085820000000000011
DataValue, 2.9397300000000004, 0.00856
DataValue, 2.9599100000000003, 0.008574
DataValue, 2.9792400000000003, 0.0085960000000000012
DataValue, 2.99996, 0.008592
DataValue, 3.0199800000000003, 0.00859
DataValue, 3.0392500000000005, 0.008574
DataValue, 3.05928, 0.00859
DataValue, 3.07742, 0.008588
DataValue, 3.09533, 0.0085580000000000014
DataValue, 3.11595, 0.008578
DataValue, 3.1352400000000005, 0.0085700000000000012
DataValue, 3.1552900000000004, 0.0085820000000000011
DataValue, 3.17594, 0.008588
DataValue, 3.1953000000000005, 0.0085580000000000014
DataValue, 3.2153300000000002, 0.008576
DataValue, 3.2352900000000004, 0.008562
DataValue, 3.25421, 0.0085700000000000012
DataValue, 3.2733600000000003, 0.0085440000000000012
DataValue, 3.29206, 0.0085820000000000011
DataValue, 3.3122000000000003, 0.008586
DataValue, 3.3299900000000004, 0.0085720000000000015
DataValue, 3.3513300000000004, 0.0085560000000000011
DataValue, 3.37339, 0.008562
DataValue, 3.39129, 0.008552
DataValue, 3.41136, 0.008536
DataValue, 3.4321300000000003, 0.008564
DataValue, 3.45284, 0.008562
DataValue, 3.48762, 0.0085320000000000014
DataValue, 3.50728, 0.008564
DataValue, 3.5254700000000003, 0.008578
DataValue, 3.54367, 0.00856
DataValue, 3.5639800000000004, 0.008552
DataValue, 3.58421, 0.008568000000000001
DataValue, 3.6042600000000005, 0.0085440000000000012
DataValue, 3.6233000000000004, 0.008564
DataValue, 3.6433000000000004, 0.0085440000000000012
DataValue, 3.6639700000000004, 0.008524
DataValue, 3.6832800000000003, 0.00854
DataValue, 3.7014000000000005, 0.00854
DataValue, 3.7201600000000004, 0.008552
DataValue, 3.7374500000000004, 0.0085580000000000014
DataValue, 3.75525, 0.008554
DataValue, 3.77531, 0.008562
DataValue, 3.7959300000000002, 0.00855
DataValue, 3.8152900000000005, 0.008562
DataValue, 3.8352700000000004, 0.00854
DataValue, 3.8553300000000004, 0.008534
DataValue, 3.8752500000000003, 0.008552
DataValue, 3.89339, 0.0085440000000000012
DataValue, 3.91129, 0.0085460000000000015
DataValue, 3.9312400000000003, 0.008526
DataValue, 3.94945, 0.008562
DataValue, 3.9672500000000004, 0.008566
DataValue, 3.9872900000000002, 0.0085560000000000011
DataValue, 4.00778, 0.008526
DataValue, 4.02798, 0.008552
DataValue, 4.04729, 0.008552
DataValue, 4.06799, 0.008562
DataValue, 4.08769, 0.008562
DataValue, 4.10733, 0.0085580000000000014
DataValue, 4.1273300000000006, 0.00856
DataValue, 4.1476900000000008, 0.008514
DataValue, 4.16788, 0.0085440000000000012
DataValue, 4.18813, 0.0085300000000000011
DataValue, 4.2080400000000004, 0.0085320000000000014
DataValue, 4.2273900000000006, 0.0085200000000000015
DataValue, 4.24866, 0.008552
DataValue, 4.26801, 0.0085440000000000012
DataValue, 4.28732, 0.008538
DataValue, 4.30884, 0.008514
DataValue, 4.3279200000000007, 0.008554
DataValue, 4.34733, 0.0085460000000000015
DataValue, 4.3673600000000006, 0.0085040000000000011
DataValue, 4.3860800000000006, 0.008552
DataValue, 4.40733, 0.008538
DataValue, 4.4272800000000005, 0.00854
DataValue, 4.4473100000000008, 0.008554
DataValue, 4.4672800000000006, 0.00856
DataValue, 4.48916, 0.008538
DataValue, 4.50734, 0.00851
DataValue, 4.52724, 0.008552
DataValue, 4.5473500000000007, 0.0085460000000000015
DataValue, 4.56792, 0.00855
DataValue, 4.58734, 0.008554
DataValue, 4.60728, 0.00851
DataValue, 4.6279400000000006, 0.0085440000000000012
DataValue, 4.6473700000000004, 0.0085320000000000014
DataValue, 4.66734, 0.0085440000000000012
DataValue, 4.68729, 0.008542000000000001
DataValue, 4.7079900000000006, 0.008514
DataValue, 4.7279, 0.008536
