
SetupTitle, Softdevice2IMU
PrimitiveTest, I/V-t Sampling
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.05
TestParameter, Output.Graph.YAxis.Top, 0.05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/28/2022 20:27:35
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 12
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 199bf3b5-435c-499b-8c04-132d86002395
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0.015000000000000001
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 300
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0.0085
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.011
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.13328333083320834
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -3.4000000000000021
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.13328333083320834
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -3.4000000000000021
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.13328333083320834
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -3.4000000000000021
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.13328333083320834
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -3.4000000000000021
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.13328333083320834
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -3.4000000000000021
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Softdevice2IMU
Dimension1, 20000, 20000
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.01527, 0.008576
DataValue, 0.03529, 0.0085720000000000015
DataValue, 0.055270000000000007, 0.0085580000000000014
DataValue, 0.076000000000000012, 0.0085980000000000015
DataValue, 0.096160000000000009, 0.0087020000000000014
DataValue, 0.11529, 0.008602
DataValue, 0.13533, 0.008762
DataValue, 0.15611000000000003, 0.0087800000000000013
DataValue, 0.17527, 0.0087780000000000011
DataValue, 0.19531, 0.008786
DataValue, 0.21526, 0.008798
DataValue, 0.23529000000000003, 0.0088180000000000012
DataValue, 0.25531000000000004, 0.009022
DataValue, 0.27525000000000005, 0.0091720000000000013
DataValue, 0.29532, 0.009176
DataValue, 0.31535, 0.0092780000000000015
DataValue, 0.33523000000000003, 0.0092640000000000014
DataValue, 0.35590000000000005, 0.009300000000000001
DataValue, 0.37532000000000004, 0.0093540000000000012
DataValue, 0.39534, 0.009376
DataValue, 0.41522000000000003, 0.0093800000000000012
DataValue, 0.43528000000000006, 0.0094
DataValue, 0.45591000000000004, 0.0093800000000000012
DataValue, 0.47527, 0.0093800000000000012
DataValue, 0.49526000000000003, 0.00941
DataValue, 0.51523000000000008, 0.0094220000000000016
DataValue, 0.53522, 0.009358
DataValue, 0.55535, 0.0093800000000000012
DataValue, 0.57528, 0.009598
DataValue, 0.59521, 0.0096000000000000009
DataValue, 0.6152200000000001, 0.0095220000000000009
DataValue, 0.63526, 0.009556
DataValue, 0.65597, 0.0095480000000000009
DataValue, 0.67587000000000008, 0.0095740000000000009
DataValue, 0.69529000000000007, 0.009648
DataValue, 0.71527000000000007, 0.0096540000000000011
DataValue, 0.73527000000000009, 0.0096020000000000012
DataValue, 0.75586000000000009, 0.009640000000000001
DataValue, 0.77741, 0.009640000000000001
DataValue, 0.79593, 0.0096700000000000015
DataValue, 0.81531000000000009, 0.0096940000000000012
DataValue, 0.83596, 0.009714
DataValue, 0.85528, 0.009756
DataValue, 0.87521, 0.0097600000000000013
DataValue, 0.89529, 0.009896
DataValue, 0.91526000000000007, 0.009948
DataValue, 0.93529000000000007, 0.0099980000000000017
DataValue, 0.95333000000000012, 0.0099580000000000016
DataValue, 0.96938000000000013, 0.010010000000000002
DataValue, 0.98737000000000008, 0.009974
DataValue, 0.99269000000000007, 0.010002
DataValue, 1.01129, 0.0099660000000000009
DataValue, 1.01665, 0.0099680000000000012
DataValue, 1.0353100000000002, 0.0099180000000000015
DataValue, 1.05333, 0.009896
DataValue, 1.07192, 0.0099720000000000017
DataValue, 1.0918700000000001, 0.0099840000000000016
DataValue, 1.0966500000000001, 0.0099940000000000011
DataValue, 1.11527, 0.010002
DataValue, 1.1206900000000002, 0.0099960000000000014
DataValue, 1.1406500000000002, 0.010012
DataValue, 1.14469, 0.010002
DataValue, 1.16371, 0.0099060000000000016
DataValue, 1.1841400000000002, 0.0099320000000000016
DataValue, 1.2053500000000001, 0.009848
DataValue, 1.2239900000000001, 0.009836000000000001
DataValue, 1.2286400000000002, 0.009858
DataValue, 1.2488000000000001, 0.009858
DataValue, 1.25265, 0.0098520000000000014
DataValue, 1.2566700000000002, 0.0099
DataValue, 1.2776100000000001, 0.00991
DataValue, 1.28065, 0.0098920000000000015
DataValue, 1.28512, 0.0099180000000000015
DataValue, 1.30332, 0.009842
DataValue, 1.32474, 0.009844
DataValue, 1.3432700000000002, 0.0098220000000000009
DataValue, 1.3486900000000002, 0.0098380000000000013
DataValue, 1.36728, 0.009848
DataValue, 1.3879400000000002, 0.0098240000000000011
DataValue, 1.4086500000000002, 0.0098380000000000013
DataValue, 1.42839, 0.009816
DataValue, 1.4326400000000001, 0.0098140000000000015
DataValue, 1.45032, 0.0098240000000000011
DataValue, 1.4714900000000002, 0.0098240000000000011
DataValue, 1.4898600000000002, 0.0098520000000000014
DataValue, 1.5054900000000002, 0.009836000000000001
DataValue, 1.52177, 0.009846
DataValue, 1.5393800000000002, 0.00987
DataValue, 1.56133, 0.0098400000000000015
DataValue, 1.56641, 0.009848
DataValue, 1.5879500000000002, 0.009836000000000001
DataValue, 1.60847, 0.0098520000000000014
DataValue, 1.62766, 0.009844
DataValue, 1.6479400000000002, 0.0098260000000000014
DataValue, 1.66731, 0.009842
DataValue, 1.6882100000000002, 0.009848
DataValue, 1.7082300000000001, 0.0098520000000000014
DataValue, 1.7272900000000002, 0.009874
DataValue, 1.74791, 0.009862000000000001
DataValue, 1.76808, 0.0098500000000000011
DataValue, 1.7853400000000002, 0.009856
DataValue, 1.8042300000000002, 0.009884
DataValue, 1.8232300000000001, 0.009844
DataValue, 1.8432800000000003, 0.009872
DataValue, 1.86447, 0.0098660000000000015
DataValue, 1.8686800000000001, 0.009886
DataValue, 1.8877000000000002, 0.009898
DataValue, 1.9079000000000002, 0.0098760000000000011
DataValue, 1.9126900000000002, 0.009862000000000001
DataValue, 1.9316600000000002, 0.0097960000000000009
DataValue, 1.95232, 0.009808
DataValue, 1.97151, 0.00979
DataValue, 1.9912200000000002, 0.009784000000000001
DataValue, 2.01193, 0.0097600000000000013
DataValue, 2.0326600000000004, 0.009806
DataValue, 2.05132, 0.0098120000000000013
DataValue, 2.07124, 0.009794
DataValue, 2.0912900000000003, 0.0098000000000000014
DataValue, 2.11126, 0.009842
DataValue, 2.13233, 0.009816
DataValue, 2.1512900000000004, 0.0098240000000000011
DataValue, 2.17123, 0.00983
DataValue, 2.19136, 0.00979
DataValue, 2.21129, 0.009784000000000001
DataValue, 2.23149, 0.009768
DataValue, 2.2519, 0.0097600000000000013
DataValue, 2.27008, 0.0097700000000000009
DataValue, 2.2878000000000003, 0.00978
DataValue, 2.30879, 0.00979
DataValue, 2.32722, 0.0097760000000000017
DataValue, 2.3479200000000002, 0.00975
DataValue, 2.36727, 0.0097740000000000014
DataValue, 2.3877300000000004, 0.0097620000000000016
DataValue, 2.4054, 0.009742
DataValue, 2.42323, 0.0097600000000000013
DataValue, 2.4432300000000002, 0.0097760000000000017
DataValue, 2.4632300000000003, 0.0097620000000000016
DataValue, 2.4833200000000004, 0.00973
DataValue, 2.5039100000000003, 0.0097600000000000013
DataValue, 2.5232300000000003, 0.0097700000000000009
DataValue, 2.54332, 0.0097760000000000017
DataValue, 2.5639200000000004, 0.009742
DataValue, 2.5832300000000004, 0.009716
DataValue, 2.60332, 0.0096820000000000014
DataValue, 2.62327, 0.009728
DataValue, 2.6433500000000003, 0.0097100000000000016
DataValue, 2.66324, 0.0097320000000000011
DataValue, 2.6832700000000003, 0.0097440000000000009
DataValue, 2.70541, 0.0097360000000000016
DataValue, 2.72323, 0.0097460000000000012
DataValue, 2.7432800000000004, 0.0097200000000000012
DataValue, 2.76332, 0.009704
DataValue, 2.7839300000000002, 0.009716
DataValue, 2.80344, 0.0097340000000000013
DataValue, 2.82471, 0.009726
DataValue, 2.8437300000000003, 0.009714
DataValue, 2.8645, 0.0097200000000000012
DataValue, 2.8840100000000004, 0.0097100000000000016
DataValue, 2.9033100000000003, 0.009716
DataValue, 2.92443, 0.0097440000000000009
DataValue, 2.9439400000000004, 0.00973
DataValue, 2.96327, 0.009714
DataValue, 2.98335, 0.0097360000000000016
DataValue, 3.0033200000000004, 0.0097180000000000009
DataValue, 3.02328, 0.0097320000000000011
DataValue, 3.02868, 0.009716
DataValue, 3.04728, 0.0097100000000000016
DataValue, 3.0686700000000005, 0.0097080000000000014
DataValue, 3.08793, 0.009714
DataValue, 3.1084600000000004, 0.0097220000000000015
DataValue, 3.1253300000000004, 0.0096940000000000012
DataValue, 3.14338, 0.009726
DataValue, 3.16379, 0.0097060000000000011
DataValue, 3.1840800000000002, 0.0097340000000000013
DataValue, 3.2032800000000003, 0.00973
DataValue, 3.2232900000000004, 0.00974
DataValue, 3.2442100000000003, 0.009692000000000001
DataValue, 3.2639000000000005, 0.0097180000000000009
DataValue, 3.2832600000000003, 0.009728
DataValue, 3.3033300000000003, 0.0097060000000000011
DataValue, 3.3248300000000004, 0.0097080000000000014
DataValue, 3.3432700000000004, 0.0096820000000000014
DataValue, 3.3658200000000003, 0.0097360000000000016
DataValue, 3.38336, 0.009714
DataValue, 3.40323, 0.00973
DataValue, 3.42328, 0.0097360000000000016
DataValue, 3.4420500000000005, 0.009728
DataValue, 3.4648800000000004, 0.009698
DataValue, 3.4836600000000004, 0.0097080000000000014
DataValue, 3.5034500000000004, 0.009712
DataValue, 3.5213900000000002, 0.0097080000000000014
DataValue, 3.53928, 0.0097360000000000016
DataValue, 3.55987, 0.009716
DataValue, 3.5792300000000004, 0.0097060000000000011
DataValue, 3.60014, 0.009724
DataValue, 3.61927, 0.009716
DataValue, 3.63979, 0.009714
DataValue, 3.65932, 0.0097080000000000014
DataValue, 3.6792700000000003, 0.00974
DataValue, 3.6992800000000003, 0.0097080000000000014
DataValue, 3.7199100000000005, 0.0097200000000000012
DataValue, 3.7392800000000004, 0.0097220000000000015
DataValue, 3.7446500000000005, 0.0097360000000000016
DataValue, 3.7638800000000003, 0.009698
DataValue, 3.78323, 0.0097360000000000016
DataValue, 3.7886500000000005, 0.00973
DataValue, 3.80921, 0.009712
DataValue, 3.82629, 0.009724
DataValue, 3.8481300000000003, 0.009724
DataValue, 3.86737, 0.0097
DataValue, 3.8859600000000003, 0.0097100000000000016
DataValue, 3.9054200000000003, 0.0097200000000000012
DataValue, 3.9254700000000002, 0.009702
DataValue, 3.9439400000000004, 0.0096820000000000014
DataValue, 3.9647900000000003, 0.0096940000000000012
DataValue, 3.9839200000000004, 0.0097
DataValue, 4.00323, 0.0097180000000000009
DataValue, 4.02332, 0.009702
DataValue, 4.04396, 0.0096960000000000015
DataValue, 4.06458, 0.009712
DataValue, 4.0826600000000006, 0.009698
DataValue, 4.10545, 0.0097340000000000013
DataValue, 4.12408, 0.009724
DataValue, 4.1434200000000008, 0.0097480000000000015
DataValue, 4.1632700000000007, 0.009752
DataValue, 4.18398, 0.0097220000000000015
DataValue, 4.2032300000000005, 0.0097200000000000012
DataValue, 4.22332, 0.0097460000000000012
DataValue, 4.2438800000000008, 0.0097220000000000015
DataValue, 4.26328, 0.0097100000000000016
DataValue, 4.28387, 0.0096940000000000012
