
SetupTitle, SoftdeviceIMU
PrimitiveTest, I/V-t Sampling
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.05
TestParameter, Output.Graph.YAxis.Top, 0.05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/28/2022 20:05:28
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 10
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 1c999a38-e810-49b0-a4f1-27fd167c87fd
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0.0023000000000000004
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 13.000000000000002
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0.01
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.024
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 3.0771367241896646
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.7142857142857143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 3.0771367241896646
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.7142857142857143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 3.0771367241896646
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.7142857142857143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 3.0771367241896646
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.7142857142857143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 3.0771367241896646
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.7142857142857143
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, SoftdeviceIMU
Dimension1, 100000, 100000
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.00233, 0.010264
DataValue, 0.0086500000000000014, 0.020658000000000003
DataValue, 0.012650000000000002, 0.020714000000000003
DataValue, 0.01669, 0.020718
DataValue, 0.02069, 0.020810000000000002
DataValue, 0.024710000000000003, 0.021106000000000003
DataValue, 0.028700000000000003, 0.019984000000000002
DataValue, 0.032690000000000004, 0.019914
DataValue, 0.036770000000000004, 0.019904
DataValue, 0.040650000000000006, 0.019804000000000002
DataValue, 0.044710000000000007, 0.020020000000000003
DataValue, 0.048870000000000004, 0.01984
DataValue, 0.05267, 0.020032
DataValue, 0.056690000000000004, 0.019876
DataValue, 0.06067, 0.019828000000000002
DataValue, 0.06485, 0.020154000000000002
DataValue, 0.068670000000000009, 0.019832000000000002
DataValue, 0.07263, 0.020072000000000003
DataValue, 0.076680000000000012, 0.01984
DataValue, 0.080800000000000011, 0.019950000000000002
DataValue, 0.084700000000000011, 0.019862
DataValue, 0.088670000000000013, 0.019884000000000002
DataValue, 0.09263, 0.020146
DataValue, 0.098160000000000011, 0.019864000000000003
DataValue, 0.10068, 0.019864000000000003
DataValue, 0.10467000000000001, 0.019858
DataValue, 0.10862000000000001, 0.019968000000000003
DataValue, 0.11396, 0.019986
DataValue, 0.11738000000000001, 0.020214000000000003
DataValue, 0.12078000000000001, 0.0199
DataValue, 0.1247, 0.019936000000000002
DataValue, 0.12864, 0.019982000000000003
DataValue, 0.13264, 0.020214000000000003
DataValue, 0.13664, 0.019986
DataValue, 0.14065000000000003, 0.019942
DataValue, 0.14464000000000002, 0.019964000000000003
DataValue, 0.14872000000000002, 0.019940000000000003
DataValue, 0.15264000000000003, 0.020180000000000003
DataValue, 0.15664, 0.019956
DataValue, 0.16112, 0.019978000000000003
DataValue, 0.16469, 0.019966
DataValue, 0.16867000000000001, 0.019988000000000002
DataValue, 0.17267000000000002, 0.020176000000000003
DataValue, 0.17695000000000002, 0.019958
DataValue, 0.18063, 0.019976
DataValue, 0.18463000000000002, 0.019916000000000003
DataValue, 0.18863000000000002, 0.019902000000000003
DataValue, 0.19287, 0.02006
DataValue, 0.19668000000000002, 0.019924
DataValue, 0.20067000000000002, 0.019948
DataValue, 0.20487000000000002, 0.019858
DataValue, 0.20929, 0.01997
DataValue, 0.21304, 0.019930000000000003
DataValue, 0.21665, 0.01998
DataValue, 0.22069000000000003, 0.019966
DataValue, 0.22466000000000003, 0.019976
DataValue, 0.22865000000000002, 0.019948
DataValue, 0.23268000000000003, 0.020204000000000003
DataValue, 0.23669, 0.019966
DataValue, 0.24064000000000002, 0.019956
DataValue, 0.24467000000000003, 0.020004
DataValue, 0.24866000000000002, 0.020002000000000002
DataValue, 0.25278, 0.020216
DataValue, 0.25667, 0.020006000000000003
DataValue, 0.26063000000000003, 0.019996000000000003
DataValue, 0.26463000000000003, 0.019996000000000003
DataValue, 0.2701, 0.014276
DataValue, 0.27264000000000005, 0.014412000000000001
DataValue, 0.27663000000000004, 0.01421
DataValue, 0.28063000000000005, 0.014194000000000002
DataValue, 0.28669, 0.014216000000000001
DataValue, 0.29268000000000005, 0.01442
DataValue, 0.29668, 0.014208000000000002
DataValue, 0.30068, 0.019942
DataValue, 0.30463, 0.02111
DataValue, 0.30864, 0.020168000000000002
DataValue, 0.31263, 0.02066
DataValue, 0.31753000000000003, 0.020302
DataValue, 0.32067, 0.020416
DataValue, 0.32468, 0.020944
DataValue, 0.32867, 0.020142
DataValue, 0.33358000000000004, 0.020278
DataValue, 0.34064000000000005, 0.021282000000000002
DataValue, 0.34464, 0.020884000000000003
DataValue, 0.34868000000000005, 0.017580000000000002
DataValue, 0.35273000000000004, 0.017582
DataValue, 0.35664, 0.017810000000000003
DataValue, 0.36064, 0.017624
DataValue, 0.36493000000000003, 0.017542000000000002
DataValue, 0.36868, 0.017624
DataValue, 0.37264, 0.017648
DataValue, 0.37668, 0.01788
DataValue, 0.38068, 0.017668000000000003
DataValue, 0.38468, 0.017672
DataValue, 0.38864000000000004, 0.017694
DataValue, 0.39291000000000004, 0.01771
DataValue, 0.39668000000000003, 0.017942000000000003
DataValue, 0.40089, 0.017772000000000003
DataValue, 0.40469000000000005, 0.017776
DataValue, 0.40876, 0.0178
DataValue, 0.41268000000000005, 0.017824000000000003
DataValue, 0.41663000000000006, 0.017576
DataValue, 0.42063000000000006, 0.017532000000000002
DataValue, 0.42549000000000003, 0.017640000000000003
DataValue, 0.42869, 0.017686
DataValue, 0.43346, 0.017708
DataValue, 0.43664000000000003, 0.017494000000000003
DataValue, 0.44072000000000006, 0.017592
DataValue, 0.44470000000000004, 0.017714
DataValue, 0.44863000000000003, 0.017534
DataValue, 0.45264000000000004, 0.01752
DataValue, 0.45668000000000003, 0.017534
DataValue, 0.46064000000000005, 0.017544
DataValue, 0.46463000000000004, 0.017648
DataValue, 0.46868000000000004, 0.017462000000000002
DataValue, 0.47357000000000005, 0.017536000000000003
DataValue, 0.47669000000000006, 0.017464
DataValue, 0.48063000000000006, 0.017552
DataValue, 0.48463000000000006, 0.017768000000000003
DataValue, 0.48978000000000005, 0.017658
DataValue, 0.49664, 0.017544
DataValue, 0.50076000000000009, 0.017462000000000002
DataValue, 0.5047, 0.01769
DataValue, 0.50877000000000006, 0.017452000000000002
DataValue, 0.5126400000000001, 0.017554
DataValue, 0.51668, 0.017558
DataValue, 0.5206900000000001, 0.017578
DataValue, 0.52464, 0.017782000000000003
DataValue, 0.52864, 0.017580000000000002
DataValue, 0.53268, 0.017572
DataValue, 0.53664, 0.017566000000000002
DataValue, 0.54067000000000009, 0.017598000000000003
DataValue, 0.54464, 0.017804
DataValue, 0.54888, 0.017574000000000003
DataValue, 0.5531, 0.017572
DataValue, 0.55668000000000006, 0.017606
DataValue, 0.56068000000000007, 0.0176
DataValue, 0.56480000000000008, 0.017706000000000003
DataValue, 0.56868000000000007, 0.017580000000000002
DataValue, 0.57263000000000008, 0.017588000000000003
DataValue, 0.57667, 0.017592
DataValue, 0.5807500000000001, 0.017598000000000003
DataValue, 0.5847, 0.017832
DataValue, 0.5886300000000001, 0.017598000000000003
DataValue, 0.5926300000000001, 0.017626000000000003
DataValue, 0.59817000000000009, 0.017608000000000002
DataValue, 0.60063, 0.017608000000000002
DataValue, 0.6051700000000001, 0.017606
DataValue, 0.60865, 0.017608000000000002
DataValue, 0.61269000000000007, 0.017616000000000003
DataValue, 0.61665, 0.017634
DataValue, 0.62065, 0.017622000000000002
DataValue, 0.62467000000000006, 0.017834000000000003
DataValue, 0.62986000000000009, 0.01785
DataValue, 0.63289000000000006, 0.017628
DataValue, 0.63663, 0.022750000000000003
DataValue, 0.64063, 0.017616000000000003
DataValue, 0.64602, 0.01753
DataValue, 0.6526900000000001, 0.017660000000000002
DataValue, 0.65664, 0.017642
DataValue, 0.66069, 0.017652
DataValue, 0.66466, 0.017846
DataValue, 0.66865000000000008, 0.017650000000000002
DataValue, 0.67264, 0.017662
DataValue, 0.67801, 0.017554
DataValue, 0.68466, 0.017766
DataValue, 0.68868000000000007, 0.017660000000000002
DataValue, 0.6930400000000001, 0.017566000000000002
DataValue, 0.69668000000000008, 0.017694
DataValue, 0.70067, 0.017676
DataValue, 0.70480000000000009, 0.017892
DataValue, 0.70931000000000011, 0.017702000000000002
DataValue, 0.71276000000000006, 0.017682000000000003
DataValue, 0.71664, 0.0176
DataValue, 0.72064000000000006, 0.0176
DataValue, 0.72464000000000006, 0.017604
DataValue, 0.72864000000000007, 0.017622000000000002
DataValue, 0.73268000000000011, 0.017854000000000002
DataValue, 0.73677, 0.020190000000000003
DataValue, 0.74468, 0.017650000000000002
DataValue, 0.74869000000000008, 0.017662
DataValue, 0.7527600000000001, 0.017874
DataValue, 0.75669000000000008, 0.017660000000000002
DataValue, 0.76064000000000009, 0.017786000000000003
DataValue, 0.7647, 0.017688000000000002
DataValue, 0.77014, 0.01801
DataValue, 0.7766900000000001, 0.017714
DataValue, 0.78064000000000011, 0.017816000000000002
DataValue, 0.78606000000000009, 0.017824000000000003
DataValue, 0.78867000000000009, 0.017832
DataValue, 0.79265000000000008, 0.018086
DataValue, 0.7966700000000001, 0.017858000000000002
DataValue, 0.80065000000000008, 0.017874
DataValue, 0.80467000000000011, 0.017878
DataValue, 0.80865000000000009, 0.017890000000000003
DataValue, 0.81267000000000011, 0.01814
DataValue, 0.8166500000000001, 0.017920000000000002
DataValue, 0.82063000000000008, 0.017956000000000003
DataValue, 0.82464, 0.017956000000000003
DataValue, 0.82866000000000006, 0.017984
DataValue, 0.83407000000000009, 0.017898
DataValue, 0.84069, 0.017912
DataValue, 0.84466000000000008, 0.017954
DataValue, 0.84869, 0.017956000000000003
DataValue, 0.85264000000000006, 0.018078
DataValue, 0.85667, 0.017888
DataValue, 0.86067, 0.017888
DataValue, 0.8647, 0.017906000000000002
DataValue, 0.86865, 0.017936
DataValue, 0.87269000000000008, 0.018168
DataValue, 0.87665, 0.017952000000000003
DataValue, 0.88069000000000008, 0.017864
DataValue, 0.8847, 0.017910000000000002
DataValue, 0.88869000000000009, 0.017900000000000003
DataValue, 0.89265, 0.018044
DataValue, 0.89665000000000006, 0.01771
DataValue, 0.9006900000000001, 0.017718
DataValue, 0.90470000000000006, 0.017740000000000002
DataValue, 0.90878, 0.017740000000000002
DataValue, 0.91273, 0.017858000000000002
DataValue, 0.91665000000000008, 0.017654000000000003
DataValue, 0.92068, 0.017640000000000003
DataValue, 0.92557000000000011, 0.017774
DataValue, 0.92864, 0.017654000000000003
DataValue, 0.93263000000000007, 0.01784
DataValue, 0.93667000000000011, 0.017676
DataValue, 0.94205, 0.017602000000000003
DataValue, 0.9447000000000001, 0.017684000000000002
DataValue, 0.94863000000000008, 0.017704
DataValue, 0.95263000000000009, 0.017698000000000002
DataValue, 0.9583, 0.01771
DataValue, 0.96064, 0.017818
DataValue, 0.9646300000000001, 0.017634
DataValue, 0.9686300000000001, 0.017534
DataValue, 0.97359000000000007, 0.017456000000000003
DataValue, 0.97664000000000006, 0.01743
DataValue, 0.98067, 0.017668000000000003
DataValue, 0.98467, 0.017506
