
SetupTitle, full42-1
PrimitiveTest, I/V-t Sampling
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.05
TestParameter, Output.Graph.YAxis.Top, 0.05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/28/2022 21:43:14
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 37
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 1783af9c-fd70-4d5e-9c2a-07c62d50de3d
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0.0022
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 81
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0.022
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.054
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.49378872018746195
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.6875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.49378872018746195
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.6875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.49378872018746195
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.6875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.49378872018746195
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.6875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.49378872018746195
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.6875
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, full42-1
Dimension1, 20000, 20000
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.0022600000000000003, 0.023832000000000002
DataValue, 0.0087000000000000011, 0.0369
DataValue, 0.012650000000000002, 0.0369
DataValue, 0.01665, 0.03622
DataValue, 0.02065, 0.035646000000000004
DataValue, 0.024730000000000002, 0.034498
DataValue, 0.028690000000000004, 0.034374
DataValue, 0.032690000000000004, 0.034294000000000005
DataValue, 0.03676, 0.034628000000000006
DataValue, 0.040650000000000006, 0.034166
DataValue, 0.04474, 0.034142000000000006
DataValue, 0.048690000000000004, 0.034082
DataValue, 0.05265, 0.034242
DataValue, 0.056690000000000004, 0.034678
DataValue, 0.06065, 0.034212000000000006
DataValue, 0.06465, 0.034350000000000006
DataValue, 0.06865, 0.034140000000000004
DataValue, 0.07269, 0.034244000000000004
DataValue, 0.076690000000000008, 0.034486
DataValue, 0.080650000000000013, 0.034144
DataValue, 0.08469, 0.034362000000000004
DataValue, 0.08869, 0.034168000000000004
DataValue, 0.09265000000000001, 0.034158
DataValue, 0.096650000000000014, 0.034342000000000004
DataValue, 0.10063000000000001, 0.03415
DataValue, 0.10493000000000001, 0.034256
DataValue, 0.11015000000000001, 0.034142000000000006
DataValue, 0.11267, 0.034158
DataValue, 0.11663000000000001, 0.034468000000000006
DataValue, 0.12064000000000001, 0.034230000000000003
DataValue, 0.12594000000000002, 0.034268
DataValue, 0.12864, 0.034268
DataValue, 0.13263, 0.034258000000000004
DataValue, 0.13663, 0.03452
DataValue, 0.14162000000000002, 0.034302000000000006
DataValue, 0.14468, 0.034224000000000004
DataValue, 0.14867000000000002, 0.034014
DataValue, 0.15266000000000002, 0.03402
DataValue, 0.15755000000000002, 0.034118
DataValue, 0.16068000000000002, 0.033998
DataValue, 0.16463000000000003, 0.034278
DataValue, 0.16863, 0.034016000000000005
DataValue, 0.17297, 0.034106000000000004
DataValue, 0.17663, 0.034266000000000005
DataValue, 0.18063, 0.034054
DataValue, 0.18463000000000002, 0.034034
DataValue, 0.18865, 0.033844000000000006
DataValue, 0.19263000000000002, 0.033866
DataValue, 0.19663000000000003, 0.034108000000000006
DataValue, 0.20063, 0.033846
DataValue, 0.20574, 0.033914
DataValue, 0.20972000000000002, 0.034176000000000005
DataValue, 0.21357, 0.033870000000000004
DataValue, 0.21714000000000003, 0.034192
DataValue, 0.22069000000000003, 0.033972
DataValue, 0.22477000000000003, 0.034194
DataValue, 0.22869000000000003, 0.034168000000000004
DataValue, 0.23269, 0.033958
DataValue, 0.23669, 0.033954000000000005
DataValue, 0.24065000000000003, 0.033924
DataValue, 0.24469000000000002, 0.034152
DataValue, 0.24865, 0.034176000000000005
DataValue, 0.25269, 0.033944
DataValue, 0.25664000000000003, 0.033928
DataValue, 0.26063000000000003, 0.033960000000000004
DataValue, 0.26554, 0.033952
DataValue, 0.27269000000000004, 0.022170000000000002
DataValue, 0.27664, 0.022690000000000002
DataValue, 0.28237, 0.022650000000000003
DataValue, 0.28869, 0.022612000000000004
DataValue, 0.29268000000000005, 0.022702000000000003
DataValue, 0.29836, 0.022590000000000002
DataValue, 0.30469, 0.037062000000000005
DataValue, 0.30869, 0.033432
DataValue, 0.31269, 0.032638
DataValue, 0.31665000000000004, 0.03382
DataValue, 0.32065000000000005, 0.032682
DataValue, 0.32465000000000005, 0.032798
DataValue, 0.32969000000000004, 0.032756
DataValue, 0.33265, 0.032872000000000005
DataValue, 0.33668000000000003, 0.033314
DataValue, 0.34063000000000004, 0.038188000000000007
DataValue, 0.34564, 0.03418
DataValue, 0.34865, 0.030978000000000002
DataValue, 0.35264, 0.027228000000000002
DataValue, 0.35662000000000005, 0.027248
DataValue, 0.36109, 0.027576000000000003
DataValue, 0.36463, 0.027458000000000003
DataValue, 0.36867000000000005, 0.027458000000000003
DataValue, 0.37278000000000006, 0.027346000000000002
DataValue, 0.37668, 0.027280000000000002
DataValue, 0.38068, 0.027324
DataValue, 0.38464000000000004, 0.027466
DataValue, 0.38889, 0.027338
DataValue, 0.39268000000000003, 0.027342
DataValue, 0.39663000000000004, 0.027256000000000002
DataValue, 0.40067, 0.027484
DataValue, 0.40474000000000004, 0.027566000000000004
DataValue, 0.40869000000000005, 0.027350000000000003
DataValue, 0.41267000000000004, 0.027352
DataValue, 0.41667000000000004, 0.027352
DataValue, 0.42078000000000004, 0.027578000000000002
DataValue, 0.42467000000000005, 0.027578000000000002
DataValue, 0.42867000000000005, 0.027358000000000004
DataValue, 0.43268, 0.027358000000000004
DataValue, 0.43812, 0.027556000000000004
DataValue, 0.44068, 0.032276000000000006
DataValue, 0.44467, 0.02756
DataValue, 0.44867, 0.027358000000000004
DataValue, 0.45422, 0.027336000000000003
DataValue, 0.45668000000000003, 0.027364000000000003
DataValue, 0.46063000000000004, 0.027478000000000002
DataValue, 0.46467, 0.027348
DataValue, 0.46972, 0.027566000000000004
DataValue, 0.47268000000000004, 0.027466
DataValue, 0.47663000000000005, 0.027256000000000002
DataValue, 0.48063000000000006, 0.027474000000000002
DataValue, 0.48554, 0.027574
DataValue, 0.48868000000000006, 0.027250000000000003
DataValue, 0.49266000000000004, 0.027468000000000003
DataValue, 0.49666000000000005, 0.027252000000000002
DataValue, 0.50111, 0.027276
DataValue, 0.50467000000000006, 0.027246000000000003
DataValue, 0.50867000000000007, 0.027246000000000003
DataValue, 0.51263, 0.027546
DataValue, 0.51778, 0.027282
DataValue, 0.52149, 0.027352
DataValue, 0.5258, 0.027464000000000002
DataValue, 0.52867000000000008, 0.027266000000000002
DataValue, 0.53289000000000009, 0.027452
DataValue, 0.53669, 0.027256000000000002
DataValue, 0.54064, 0.033456
DataValue, 0.54474, 0.027150000000000004
DataValue, 0.54868000000000006, 0.027336000000000003
DataValue, 0.55274, 0.027366
DataValue, 0.55667, 0.027338
DataValue, 0.56069, 0.027486000000000003
DataValue, 0.56467, 0.02731
DataValue, 0.56864, 0.027336000000000003
DataValue, 0.57267, 0.027472000000000003
DataValue, 0.57678000000000007, 0.027246000000000003
DataValue, 0.58063000000000009, 0.02755
DataValue, 0.58468000000000009, 0.027250000000000003
DataValue, 0.5886300000000001, 0.027284000000000003
DataValue, 0.59275, 0.027608000000000004
DataValue, 0.5966800000000001, 0.027262
DataValue, 0.6006800000000001, 0.027474000000000002
DataValue, 0.60467, 0.027258
DataValue, 0.61007, 0.027568000000000002
DataValue, 0.61419, 0.02731
DataValue, 0.62064000000000008, 0.02748
DataValue, 0.62468, 0.027356000000000002
DataValue, 0.62868, 0.027356000000000002
DataValue, 0.63264000000000009, 0.027502000000000002
DataValue, 0.63668, 0.027356000000000002
DataValue, 0.64185, 0.033552000000000005
DataValue, 0.6446400000000001, 0.027364000000000003
DataValue, 0.64863, 0.027358000000000004
DataValue, 0.65267000000000008, 0.027802000000000004
DataValue, 0.6575700000000001, 0.027494
DataValue, 0.66464, 0.027372000000000004
DataValue, 0.66865000000000008, 0.027364000000000003
DataValue, 0.67269, 0.027800000000000002
DataValue, 0.67663000000000006, 0.027352
DataValue, 0.68062, 0.027358000000000004
DataValue, 0.68466, 0.027360000000000002
DataValue, 0.68871, 0.027364000000000003
DataValue, 0.69264, 0.027802000000000004
DataValue, 0.69664, 0.027354000000000003
DataValue, 0.70064, 0.027344000000000004
DataValue, 0.70464, 0.027358000000000004
DataValue, 0.70864, 0.027354000000000003
DataValue, 0.71264, 0.027630000000000002
DataValue, 0.71668000000000009, 0.027346000000000002
DataValue, 0.7206800000000001, 0.027342
DataValue, 0.72465, 0.027312000000000003
DataValue, 0.72864000000000007, 0.027256000000000002
DataValue, 0.73264000000000007, 0.02747
DataValue, 0.73667, 0.027298000000000003
DataValue, 0.74064000000000008, 0.027462000000000004
DataValue, 0.74462000000000006, 0.027246000000000003
DataValue, 0.74879000000000007, 0.027308000000000002
DataValue, 0.75263, 0.027458000000000003
DataValue, 0.75667000000000006, 0.027248
DataValue, 0.76063, 0.027462000000000004
DataValue, 0.76482, 0.027264000000000004
DataValue, 0.7686400000000001, 0.027244
DataValue, 0.77266, 0.027460000000000002
DataValue, 0.77667000000000008, 0.027250000000000003
DataValue, 0.78223000000000009, 0.027160000000000004
DataValue, 0.78464000000000012, 0.027308000000000002
DataValue, 0.78867000000000009, 0.027240000000000004
DataValue, 0.7926700000000001, 0.027496000000000003
DataValue, 0.79786, 0.027574
DataValue, 0.80064, 0.027556000000000004
DataValue, 0.80467000000000011, 0.027338
DataValue, 0.80862000000000012, 0.027344000000000004
DataValue, 0.81368000000000007, 0.027254000000000004
DataValue, 0.81668000000000007, 0.027260000000000003
DataValue, 0.82067000000000012, 0.027482000000000003
DataValue, 0.82463000000000009, 0.027354000000000003
DataValue, 0.82990000000000008, 0.027590000000000003
DataValue, 0.83667, 0.027254000000000004
DataValue, 0.84068000000000009, 0.027478000000000002
DataValue, 0.84477, 0.027500000000000004
DataValue, 0.8486800000000001, 0.027264000000000004
DataValue, 0.85264000000000006, 0.027488000000000002
DataValue, 0.85664000000000007, 0.027266000000000002
DataValue, 0.86123, 0.027342
DataValue, 0.86463000000000012, 0.027270000000000003
DataValue, 0.86864000000000008, 0.027264000000000004
DataValue, 0.87283000000000011, 0.027254000000000004
DataValue, 0.88064000000000009, 0.027588
DataValue, 0.88467000000000007, 0.027546
DataValue, 0.8889, 0.027256000000000002
DataValue, 0.89310000000000012, 0.027500000000000004
DataValue, 0.89667000000000008, 0.027362
DataValue, 0.90064000000000011, 0.027576000000000003
DataValue, 0.90475, 0.027566000000000004
DataValue, 0.90865000000000007, 0.027370000000000002
DataValue, 0.91267000000000009, 0.027356000000000002
DataValue, 0.91666, 0.039356
DataValue, 0.92076, 0.038936000000000005
DataValue, 0.92463000000000006, 0.038228000000000005
DataValue, 0.92867000000000011, 0.034326
DataValue, 0.93263000000000007, 0.031856
DataValue, 0.9381600000000001, 0.027494
DataValue, 0.94467000000000012, 0.027516000000000002
DataValue, 0.94864, 0.0273
DataValue, 0.95273000000000008, 0.027296
DataValue, 0.95667000000000013, 0.028990000000000002
DataValue, 0.96068000000000009, 0.027488000000000002
DataValue, 0.96467, 0.027502000000000002
DataValue, 0.96974, 0.027502000000000002
DataValue, 0.97664000000000006, 0.029176000000000004
