
SetupTitle, Softdevice
PrimitiveTest, I/V-t Sampling
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.05
TestParameter, Output.Graph.YAxis.Top, 0.05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/28/2022 20:04:52
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 9
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 858c6c36-edfc-4bc9-be75-64257cf57cdd
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0.019000000000000003
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 22.000000000000004
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0.0084
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.009
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 1.8187980528638368
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -14.000000000000004
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 1.8187980528638368
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -14.000000000000004
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 1.8187980528638368
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -14.000000000000004
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 1.8187980528638368
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -14.000000000000004
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 1.8187980528638368
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -14.000000000000004
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Softdevice
Dimension1, 100000, 100000
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.019080000000000003, 0.0085320000000000014
DataValue, 0.039220000000000005, 0.00854
DataValue, 0.059330000000000008, 0.0085580000000000014
DataValue, 0.079300000000000009, 0.008566
DataValue, 0.099260000000000015, 0.00859
DataValue, 0.11928000000000001, 0.008632
DataValue, 0.13994, 0.0086360000000000013
DataValue, 0.15932000000000002, 0.0086640000000000016
DataValue, 0.17931000000000003, 0.0086900000000000015
DataValue, 0.19927, 0.0087560000000000016
DataValue, 0.22081, 0.008906
DataValue, 0.24024, 0.008722
DataValue, 0.25897000000000003, 0.0086760000000000014
DataValue, 0.27930000000000005, 0.008684
DataValue, 0.29927000000000004, 0.00871
DataValue, 0.31996, 0.0087020000000000014
DataValue, 0.33929000000000004, 0.00872
DataValue, 0.35956000000000005, 0.00873
DataValue, 0.37801, 0.008734
DataValue, 0.39943, 0.0087660000000000012
DataValue, 0.42007000000000005, 0.0087520000000000011
DataValue, 0.43996, 0.008764000000000001
DataValue, 0.45926000000000006, 0.0087940000000000015
DataValue, 0.47923000000000004, 0.0088060000000000013
DataValue, 0.49987000000000004, 0.0087900000000000009
DataValue, 0.51923000000000008, 0.008826
DataValue, 0.53972000000000009, 0.0088180000000000012
DataValue, 0.55739, 0.0088320000000000013
DataValue, 0.5753, 0.008838
DataValue, 0.5934, 0.008874
DataValue, 0.6112200000000001, 0.0088680000000000009
DataValue, 0.63186000000000009, 0.008904
DataValue, 0.65125000000000011, 0.00894
DataValue, 0.67126000000000008, 0.008862
DataValue, 0.6912600000000001, 0.008764000000000001
DataValue, 0.7113, 0.008744
DataValue, 0.73130000000000006, 0.008746
DataValue, 0.75195, 0.0087520000000000011
DataValue, 0.77193000000000012, 0.008708
DataValue, 0.79130000000000011, 0.00871
DataValue, 0.81127, 0.0087280000000000014
DataValue, 0.83122000000000007, 0.008712000000000001
DataValue, 0.85224000000000011, 0.008718
DataValue, 0.87122000000000011, 0.008736
DataValue, 0.8918600000000001, 0.00873
DataValue, 0.91128000000000009, 0.008746
DataValue, 0.93121000000000009, 0.0087680000000000015
DataValue, 0.95128000000000013, 0.008746
DataValue, 0.97154000000000007, 0.0087560000000000016
DataValue, 0.99280000000000013, 0.00873
DataValue, 1.0122200000000001, 0.0086640000000000016
DataValue, 1.03228, 0.008668
DataValue, 1.05126, 0.008686000000000001
DataValue, 1.07132, 0.0086220000000000012
DataValue, 1.0914000000000002, 0.0086360000000000013
DataValue, 1.1094700000000002, 0.0086080000000000011
DataValue, 1.1280800000000002, 0.008632
DataValue, 1.1472900000000001, 0.008628
DataValue, 1.1686100000000002, 0.0086220000000000012
DataValue, 1.18727, 0.008614
DataValue, 1.2072800000000001, 0.008626
DataValue, 1.2272800000000002, 0.0085980000000000015
DataValue, 1.24723, 0.0085980000000000015
DataValue, 1.28403, 0.008578
DataValue, 1.30396, 0.008606
DataValue, 1.3232700000000002, 0.0086120000000000016
DataValue, 1.34332, 0.008606
DataValue, 1.3643100000000001, 0.0086080000000000011
DataValue, 1.3834300000000002, 0.0085980000000000015
DataValue, 1.40335, 0.008586
DataValue, 1.4233200000000001, 0.0085820000000000011
DataValue, 1.44324, 0.0086
DataValue, 1.46411, 0.00858
DataValue, 1.4834200000000002, 0.008592
DataValue, 1.5047100000000002, 0.0085960000000000012
DataValue, 1.524, 0.0085940000000000009
DataValue, 1.54359, 0.00858
DataValue, 1.5650300000000001, 0.008574
DataValue, 1.58332, 0.008578
DataValue, 1.60467, 0.008588
DataValue, 1.6232400000000002, 0.008562
DataValue, 1.64331, 0.008562
DataValue, 1.6614300000000002, 0.008566
DataValue, 1.6792300000000002, 0.008562
DataValue, 1.6992800000000001, 0.00856
DataValue, 1.71934, 0.008562
DataValue, 1.7561300000000002, 0.0085560000000000011
DataValue, 1.7753400000000001, 0.008554
DataValue, 1.79533, 0.008564
DataValue, 1.81597, 0.008568000000000001
DataValue, 1.8359600000000003, 0.0085720000000000015
DataValue, 1.8553400000000002, 0.008578
DataValue, 1.8752300000000002, 0.008566
DataValue, 1.8953000000000002, 0.008548
DataValue, 1.9153000000000002, 0.0085580000000000014
DataValue, 1.9358100000000003, 0.008526
DataValue, 1.95432, 0.008548
DataValue, 1.97646, 0.008574
DataValue, 1.9952400000000001, 0.0085560000000000011
DataValue, 2.01527, 0.00856
DataValue, 2.0352300000000003, 0.008548
DataValue, 2.05528, 0.008526
DataValue, 2.07641, 0.008552
DataValue, 2.09653, 0.008568000000000001
DataValue, 2.11599, 0.008538
DataValue, 2.1353, 0.0085560000000000011
DataValue, 2.1554200000000003, 0.008552
DataValue, 2.1753, 0.00854
DataValue, 2.19536, 0.008534
DataValue, 2.21552, 0.0085560000000000011
DataValue, 2.23679, 0.00854
DataValue, 2.2573000000000003, 0.008562
DataValue, 2.2766300000000004, 0.00855
DataValue, 2.2953400000000004, 0.00854
DataValue, 2.31341, 0.0085440000000000012
DataValue, 2.33131, 0.008538
DataValue, 2.36803, 0.0085440000000000012
DataValue, 2.38727, 0.008548
DataValue, 2.40722, 0.008534
DataValue, 2.42728, 0.008526
DataValue, 2.4472400000000003, 0.0085180000000000013
DataValue, 2.4673200000000004, 0.0085460000000000015
DataValue, 2.48808, 0.008526
DataValue, 2.50835, 0.008514
DataValue, 2.5272300000000003, 0.00854
DataValue, 2.54727, 0.008524
DataValue, 2.56774, 0.008542000000000001
DataValue, 2.5879600000000003, 0.0085200000000000015
DataValue, 2.60727, 0.0085320000000000014
DataValue, 2.6272300000000004, 0.0085200000000000015
DataValue, 2.6453800000000003, 0.008534
DataValue, 2.6632900000000004, 0.00854
DataValue, 2.68331, 0.0085180000000000013
DataValue, 2.7032800000000003, 0.0085320000000000014
DataValue, 2.7232700000000003, 0.00851
DataValue, 2.74323, 0.0085320000000000014
DataValue, 2.7632700000000003, 0.008512
DataValue, 2.7832800000000004, 0.008534
DataValue, 2.8032700000000004, 0.008526
DataValue, 2.8247600000000004, 0.0085300000000000011
DataValue, 2.84324, 0.008512
DataValue, 2.8632500000000003, 0.008528
DataValue, 2.8836100000000005, 0.00851
DataValue, 2.90327, 0.008526
DataValue, 2.92328, 0.008524
DataValue, 2.94139, 0.0085200000000000015
DataValue, 2.9593200000000004, 0.008508
DataValue, 2.9798700000000005, 0.0085180000000000013
DataValue, 2.9973500000000004, 0.00851
DataValue, 3.0153000000000003, 0.0085180000000000013
DataValue, 3.03534, 0.0085020000000000009
DataValue, 3.05527, 0.00851
DataValue, 3.0752800000000002, 0.0085
DataValue, 3.09527, 0.008514
DataValue, 3.11534, 0.0085040000000000011
DataValue, 3.1353500000000003, 0.008508
DataValue, 3.1552300000000004, 0.008498
DataValue, 3.1759800000000005, 0.0085180000000000013
DataValue, 3.1959600000000004, 0.0085040000000000011
DataValue, 3.2152700000000003, 0.0085060000000000014
DataValue, 3.23593, 0.008512
DataValue, 3.2558700000000003, 0.0085200000000000015
DataValue, 3.27524, 0.0085180000000000013
DataValue, 3.2953300000000003, 0.008514
DataValue, 3.3159600000000005, 0.0085020000000000009
DataValue, 3.33531, 0.008484
DataValue, 3.3559900000000003, 0.008522
DataValue, 3.37523, 0.0084920000000000013
DataValue, 3.3952400000000003, 0.0084940000000000015
DataValue, 3.41529, 0.008514
DataValue, 3.43529, 0.0085040000000000011
DataValue, 3.4552300000000002, 0.0084920000000000013
DataValue, 3.4753200000000004, 0.0085200000000000015
DataValue, 3.49664, 0.008516000000000001
DataValue, 3.5157000000000003, 0.008512
DataValue, 3.53595, 0.008498
DataValue, 3.55534, 0.00851
DataValue, 3.5756600000000005, 0.008498
DataValue, 3.59634, 0.0085040000000000011
DataValue, 3.6177500000000005, 0.008514
DataValue, 3.6354, 0.0084940000000000015
DataValue, 3.6553400000000003, 0.008498
DataValue, 3.67533, 0.0085020000000000009
DataValue, 3.69599, 0.0085
DataValue, 3.7152800000000004, 0.008514
DataValue, 3.7333600000000002, 0.0084920000000000013
DataValue, 3.7512700000000003, 0.0085180000000000013
DataValue, 3.7712100000000004, 0.008496
DataValue, 3.79124, 0.0084920000000000013
DataValue, 3.8112100000000004, 0.008512
DataValue, 3.8312700000000004, 0.0084660000000000013
DataValue, 3.8518600000000003, 0.008474
DataValue, 3.8701800000000004, 0.008496
DataValue, 3.8927500000000004, 0.0085060000000000014
DataValue, 3.9128700000000003, 0.008508
DataValue, 3.9329000000000005, 0.0084920000000000013
DataValue, 3.9680400000000002, 0.0085180000000000013
DataValue, 3.9859700000000005, 0.008486
DataValue, 4.0072100000000006, 0.008484
DataValue, 4.02535, 0.0084920000000000013
DataValue, 4.04333, 0.0084800000000000014
DataValue, 4.0633, 0.0085040000000000011
DataValue, 4.0833200000000005, 0.0084780000000000012
DataValue, 4.10327, 0.0084920000000000013
DataValue, 4.12323, 0.00851
DataValue, 4.1433100000000005, 0.0085060000000000014
DataValue, 4.16323, 0.008482
DataValue, 4.18388, 0.0084920000000000013
DataValue, 4.2023600000000005, 0.0085060000000000014
DataValue, 4.2232400000000005, 0.008486
DataValue, 4.2432300000000005, 0.008464000000000001
DataValue, 4.26395, 0.008482
DataValue, 4.28328, 0.0085040000000000011
DataValue, 4.30327, 0.0084800000000000014
DataValue, 4.3233200000000007, 0.0085020000000000009
DataValue, 4.34327, 0.0085040000000000011
DataValue, 4.36327, 0.0084760000000000009
DataValue, 4.38356, 0.0085
DataValue, 4.4033200000000008, 0.008482
DataValue, 4.42328, 0.0085040000000000011
DataValue, 4.44327, 0.008498
DataValue, 4.4633, 0.008484
DataValue, 4.4832300000000007, 0.0085040000000000011
DataValue, 4.52013, 0.008464000000000001
DataValue, 4.53927, 0.0085
DataValue, 4.5592700000000006, 0.0085020000000000009
DataValue, 4.57922, 0.008498
DataValue, 4.59923, 0.008490000000000001
DataValue, 4.6192600000000006, 0.0085
DataValue, 4.63933, 0.008486
DataValue, 4.6593300000000006, 0.0085040000000000011
DataValue, 4.67992, 0.0084800000000000014
DataValue, 4.69929, 0.008498
DataValue, 4.7192300000000005, 0.008486
DataValue, 4.73956, 0.0084660000000000013
DataValue, 4.77681, 0.008474
DataValue, 4.79523, 0.0085060000000000014
