
SetupTitle, Softdevice2IMU
PrimitiveTest, I/V-t Sampling
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I1
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.05
TestParameter, Output.Graph.YAxis.Top, 0.05
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
TestParameter, Measurement.Sampling.StopCondition.Enabled, false
TestParameter, Measurement.Sampling.StopCondition.EnableDelay, 0
TestParameter, Measurement.Sampling.StopCondition.Name, 
TestParameter, Measurement.Sampling.StopCondition.Threshold, 0
TestParameter, Measurement.Sampling.StopCondition.Event, Val > Th
TestParameter, Measurement.Sampling.StopCondition.EventCount, 1
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 04/28/2022 20:06:07
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 11
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 4cf535f5-8f51-466f-b5a2-d66b43091273
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Time
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, s
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0.0023000000000000004
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 8.9
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0.017
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.035
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 4.4950605212583028
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.94444444444444442
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 4.4950605212583028
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.94444444444444442
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 4.4950605212583028
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.94444444444444442
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 4.4950605212583028
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.94444444444444442
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 4.4950605212583028
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.94444444444444442
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		0	0	0
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Softdevice2IMU
Dimension1, 100000, 100000
Dimension2, 1, 1
DataName, Time, I1
DataValue, 0.00234, 0.017104
DataValue, 0.0086900000000000015, 0.033186
DataValue, 0.012690000000000002, 0.033036
DataValue, 0.01665, 0.03286
DataValue, 0.02069, 0.0318
DataValue, 0.024690000000000004, 0.032102000000000006
DataValue, 0.028630000000000003, 0.031524
DataValue, 0.03386, 0.031564
DataValue, 0.03667, 0.031532000000000004
DataValue, 0.040670000000000005, 0.03144
DataValue, 0.04463, 0.031454
DataValue, 0.049720000000000007, 0.031802000000000004
DataValue, 0.052680000000000005, 0.031706000000000005
DataValue, 0.056780000000000004, 0.031628
DataValue, 0.060680000000000005, 0.031528
DataValue, 0.06465, 0.031792
DataValue, 0.06868, 0.031826
DataValue, 0.07277, 0.031946
DataValue, 0.07663, 0.031828
DataValue, 0.080690000000000012, 0.031938
DataValue, 0.08468, 0.032
DataValue, 0.08865, 0.031908000000000006
DataValue, 0.09263, 0.032382
DataValue, 0.096690000000000012, 0.031938
DataValue, 0.10065, 0.031926
DataValue, 0.10467000000000001, 0.031948000000000004
DataValue, 0.10869000000000001, 0.031912
DataValue, 0.11267, 0.032164000000000005
DataValue, 0.11669000000000002, 0.03203
DataValue, 0.12069, 0.031994
DataValue, 0.12480000000000001, 0.032192000000000005
DataValue, 0.12888000000000002, 0.032082
DataValue, 0.13264, 0.032414000000000005
DataValue, 0.13667, 0.032006
DataValue, 0.14078000000000002, 0.031796000000000005
DataValue, 0.14464000000000002, 0.03189
DataValue, 0.14867000000000002, 0.031518000000000004
DataValue, 0.15268, 0.032308
DataValue, 0.15676, 0.031924
DataValue, 0.16069, 0.031920000000000004
DataValue, 0.16467, 0.031916
DataValue, 0.16867000000000001, 0.031938
DataValue, 0.17409000000000002, 0.03166
DataValue, 0.17668, 0.031558
DataValue, 0.18067000000000003, 0.031456000000000005
DataValue, 0.18467000000000003, 0.031696
DataValue, 0.19002000000000002, 0.031994
DataValue, 0.19268000000000002, 0.031946
DataValue, 0.19667, 0.031952
DataValue, 0.20063, 0.031844000000000004
DataValue, 0.20611000000000002, 0.031982000000000003
DataValue, 0.21279, 0.032322000000000004
DataValue, 0.21664000000000003, 0.031954
DataValue, 0.22068000000000002, 0.032072
DataValue, 0.22468000000000002, 0.032048
DataValue, 0.22869000000000003, 0.03185
DataValue, 0.23267000000000002, 0.032506
DataValue, 0.23712000000000003, 0.032124
DataValue, 0.24102, 0.032052000000000004
DataValue, 0.24464000000000002, 0.031626
DataValue, 0.24867000000000003, 0.031656000000000004
DataValue, 0.25282000000000004, 0.032012000000000006
DataValue, 0.25664000000000003, 0.031618
DataValue, 0.26068, 0.031630000000000005
DataValue, 0.26465, 0.031724
DataValue, 0.26863000000000004, 0.020318000000000003
DataValue, 0.27264000000000005, 0.020494000000000002
DataValue, 0.27667, 0.020232000000000003
DataValue, 0.28079000000000004, 0.020216
DataValue, 0.28469, 0.020224000000000002
DataValue, 0.28863, 0.020054000000000002
DataValue, 0.29267000000000004, 0.020452
DataValue, 0.29689000000000004, 0.020162000000000003
DataValue, 0.30065000000000003, 0.033224000000000004
DataValue, 0.30467000000000005, 0.032766
DataValue, 0.30866000000000005, 0.033052000000000005
DataValue, 0.31278, 0.03479
DataValue, 0.31667, 0.033512
DataValue, 0.32068, 0.032492
DataValue, 0.32463000000000003, 0.033068
DataValue, 0.32876000000000005, 0.031650000000000005
DataValue, 0.33265, 0.031792
DataValue, 0.33663000000000004, 0.033092
DataValue, 0.34063000000000004, 0.033888
DataValue, 0.34607000000000004, 0.033516000000000004
DataValue, 0.35309, 0.026478
DataValue, 0.35668000000000005, 0.0267
DataValue, 0.36078000000000005, 0.026288000000000002
DataValue, 0.36463, 0.026488
DataValue, 0.36874, 0.026604000000000003
DataValue, 0.37268, 0.026954000000000002
DataValue, 0.37664000000000003, 0.027180000000000003
DataValue, 0.38064000000000003, 0.026984
DataValue, 0.38464000000000004, 0.026966000000000004
DataValue, 0.38867, 0.027180000000000003
DataValue, 0.39327, 0.026426
DataValue, 0.39663000000000004, 0.026728000000000002
DataValue, 0.40068000000000004, 0.026518000000000003
DataValue, 0.40467000000000003, 0.02653
DataValue, 0.40908000000000005, 0.026734
DataValue, 0.41268000000000005, 0.026516
DataValue, 0.41663000000000006, 0.026748
DataValue, 0.42067000000000004, 0.026516
DataValue, 0.42472000000000004, 0.026544
DataValue, 0.42863, 0.026746000000000002
DataValue, 0.43267000000000005, 0.02655
DataValue, 0.43663, 0.027284000000000003
DataValue, 0.44068, 0.027072000000000002
DataValue, 0.44467, 0.027072000000000002
DataValue, 0.44867, 0.027294000000000002
DataValue, 0.45291000000000003, 0.026898000000000002
DataValue, 0.45751000000000003, 0.027124000000000002
DataValue, 0.46163000000000004, 0.027308000000000002
DataValue, 0.46464000000000005, 0.027114000000000003
DataValue, 0.46864000000000006, 0.027352
DataValue, 0.47268000000000004, 0.027124000000000002
DataValue, 0.47669000000000006, 0.027358000000000004
DataValue, 0.48068000000000005, 0.027152000000000003
DataValue, 0.48464, 0.027154
DataValue, 0.48864, 0.02738
DataValue, 0.49269, 0.027174000000000004
DataValue, 0.49667000000000006, 0.027386000000000004
DataValue, 0.50218000000000007, 0.027202000000000004
DataValue, 0.50864000000000009, 0.027346000000000002
DataValue, 0.51265, 0.027186000000000002
DataValue, 0.51793, 0.02721
DataValue, 0.52468, 0.027212000000000004
DataValue, 0.52863, 0.027186000000000002
DataValue, 0.53391, 0.027462000000000004
DataValue, 0.54068, 0.027232000000000003
DataValue, 0.54464, 0.027166000000000003
DataValue, 0.54864, 0.027138000000000002
DataValue, 0.55268000000000006, 0.027214000000000002
DataValue, 0.55668000000000006, 0.027582000000000002
DataValue, 0.56067, 0.027168
DataValue, 0.56524000000000008, 0.027268000000000004
DataValue, 0.56873000000000007, 0.027364000000000003
DataValue, 0.57274, 0.027290000000000002
DataValue, 0.57664, 0.027342
DataValue, 0.58063000000000009, 0.027116
DataValue, 0.58468000000000009, 0.027294000000000002
DataValue, 0.58867, 0.027194000000000003
DataValue, 0.59267, 0.027150000000000004
DataValue, 0.59664000000000006, 0.027428
DataValue, 0.60063, 0.027250000000000003
DataValue, 0.60463, 0.027472000000000003
DataValue, 0.6087800000000001, 0.027294000000000002
DataValue, 0.61316, 0.027288000000000003
DataValue, 0.61663, 0.027494
DataValue, 0.62063, 0.027298000000000003
DataValue, 0.62487, 0.027406000000000003
DataValue, 0.62864000000000009, 0.027318000000000002
DataValue, 0.63267000000000007, 0.027320000000000004
DataValue, 0.63663, 0.033234
DataValue, 0.64083, 0.027362
DataValue, 0.6446900000000001, 0.027574
DataValue, 0.64867000000000008, 0.027378000000000003
DataValue, 0.65267000000000008, 0.027414
DataValue, 0.65678, 0.027718000000000003
DataValue, 0.66144, 0.027738000000000002
DataValue, 0.66553000000000007, 0.027540000000000002
DataValue, 0.67269, 0.027488000000000002
DataValue, 0.67663000000000006, 0.027806
DataValue, 0.6807200000000001, 0.027514000000000004
DataValue, 0.68463000000000007, 0.027858
DataValue, 0.6886500000000001, 0.027680000000000003
DataValue, 0.69267, 0.027594000000000004
DataValue, 0.6966500000000001, 0.027830000000000004
DataValue, 0.70063000000000009, 0.026948000000000003
DataValue, 0.70580000000000009, 0.026770000000000002
DataValue, 0.70887000000000011, 0.027482000000000003
DataValue, 0.71268000000000009, 0.02757
DataValue, 0.71668000000000009, 0.027136000000000004
DataValue, 0.72134000000000009, 0.027496000000000003
DataValue, 0.72469000000000006, 0.027788000000000004
DataValue, 0.72864000000000007, 0.027590000000000003
DataValue, 0.73268000000000011, 0.026694000000000002
DataValue, 0.73784, 0.026622000000000003
DataValue, 0.74072, 0.026742000000000002
DataValue, 0.74468, 0.026858000000000003
DataValue, 0.74868, 0.026642000000000002
DataValue, 0.75285, 0.026558000000000002
DataValue, 0.75668, 0.027120000000000002
DataValue, 0.76068, 0.026786
DataValue, 0.7646400000000001, 0.026904
DataValue, 0.76868, 0.026708000000000003
DataValue, 0.77268, 0.027436000000000002
DataValue, 0.77668, 0.02765
DataValue, 0.78088, 0.026694000000000002
DataValue, 0.78464000000000012, 0.027534000000000003
DataValue, 0.78886000000000012, 0.026464
DataValue, 0.79263000000000006, 0.027256000000000002
DataValue, 0.7968900000000001, 0.026714
DataValue, 0.8006700000000001, 0.026574000000000004
DataValue, 0.80467000000000011, 0.027574
DataValue, 0.80863000000000007, 0.026468000000000002
DataValue, 0.81271, 0.028264
DataValue, 0.81668000000000007, 0.027274000000000003
DataValue, 0.82063000000000008, 0.027202000000000004
DataValue, 0.82467, 0.027686000000000002
DataValue, 0.82876, 0.027318000000000002
DataValue, 0.83264, 0.0268
DataValue, 0.8366300000000001, 0.026548000000000002
DataValue, 0.84067, 0.026470000000000004
DataValue, 0.84605000000000008, 0.027282
DataValue, 0.84864000000000006, 0.027208000000000003
DataValue, 0.85267, 0.027214000000000002
DataValue, 0.85663000000000011, 0.027290000000000002
DataValue, 0.86191000000000006, 0.027500000000000004
DataValue, 0.86464000000000008, 0.027728000000000003
DataValue, 0.86867, 0.02662
DataValue, 0.87263, 0.027362
DataValue, 0.87763, 0.027370000000000002
DataValue, 0.88068, 0.027200000000000002
DataValue, 0.88462000000000007, 0.026968000000000002
DataValue, 0.88862000000000008, 0.026670000000000003
DataValue, 0.89375, 0.026864000000000002
DataValue, 0.89750000000000008, 0.027272
DataValue, 0.9017400000000001, 0.027112
DataValue, 0.90869000000000011, 0.027194000000000003
DataValue, 0.91264000000000012, 0.027188000000000004
DataValue, 0.91669000000000012, 0.027214000000000002
DataValue, 0.92068, 0.02722
DataValue, 0.92478, 0.027508
DataValue, 0.92864, 0.027198000000000003
DataValue, 0.93264, 0.031110000000000002
DataValue, 0.93663000000000007, 0.027190000000000002
DataValue, 0.94089000000000012, 0.026794000000000002
DataValue, 0.9446500000000001, 0.026642000000000002
DataValue, 0.94863000000000008, 0.027086000000000002
DataValue, 0.95288000000000006, 0.027068000000000002
DataValue, 0.95690000000000008, 0.027078
DataValue, 0.96069, 0.027164
DataValue, 0.96464, 0.027286
DataValue, 0.96891, 0.026974
